Crop,county,state,fips,2014_Yield,2018_Yield,yieldChange
CORN,SALINE,KS,20169,100.9,149,48.1
CORN,SCOTT,KS,20171,150.7,186,35.3
CORN,SEDGWICK,KS,20173,152.5,166,13.5
CORN,SHAWNEE,KS,20177,138.7,168,29.3
CORN,SHERIDAN,KS,20179,119.5,153,33.5
CORN,SHERMAN,KS,20181,157.5,161,3.5
CORN,STEVENS,KS,20189,186.5,137.8,-48.7
CORN,SUMNER,KS,20191,121.7,195,73.3
CORN,THOMAS,KS,20193,125.1,178,52.9
CORN,WALLACE,KS,20199,138.6,178,39.4
CORN,WASHINGTON,KS,20201,116.3,188,71.7
CORN,WICHITA,KS,20203,137.5,158,20.5
CORN,WILSON,KS,20205,144.4,180,35.6
CORN,WOODSON,KS,20207,122.4,133,10.6
CORN,OTHER (COMBINED) COUNTIES,KS,20998,1219,152,-1067
CORN,ADAIR,KY,21001,155.6,164,8.4
CORN,BARREN,KY,21009,158,177,19
CORN,BATH,KY,21011,141.5,175,33.5
CORN,BOURBON,KY,21017,168.8,157,-11.8
CORN,BOYLE,KY,21021,170.2,202,31.8
CORN,BRACKEN,KY,21023,130.5,170,39.5
CORN,BRECKINRIDGE,KY,21027,152.1,183,30.9
CORN,BULLITT,KY,21029,149.8,140,-9.8
CORN,BUTLER,KY,21031,170.4,162,-8.4
CORN,CALDWELL,KY,21033,151.2,162.5,11.3
CORN,CALLOWAY,KY,21035,140.3,185,44.7
CORN,CAMPBELL,KY,21037,144.4,182,37.6
CORN,CARLISLE,KY,21039,171.9,176,4.1
CORN,CARTER,KY,21043,100,177.5,77.5
CORN,CASEY,KY,21045,146.7,181,34.3
CORN,CHRISTIAN,KY,21047,147.9,174,26.1
CORN,CLARK,KY,21049,146.6,172.5,25.9
CORN,CLINTON,KY,21053,180,184,4
CORN,CUMBERLAND,KY,21057,179.9,194,14.1
CORN,DAVIESS,KY,21059,185.1,174.6,-10.5
CORN,EDMONSON,KY,21061,155.4,188.9,33.5
CORN,ESTILL,KY,21065,145.5,179,33.5
CORN,FAYETTE,KY,21067,158.5,157.5,-1
CORN,FRANKLIN,KY,21073,138.4,793.7,655.3
CORN,FULTON,KY,21075,186.1,157.9,-28.2
CORN,GALLATIN,KY,21077,153.2,105.3,-47.9
CORN,GARRARD,KY,21079,143.5,166.5,23
CORN,GRANT,KY,21081,136.1,184.5,48.4
CORN,GRAVES,KY,21083,147,185.3,38.3
CORN,GRAYSON,KY,21085,130.5,186.2,55.7
CORN,GREEN,KY,21087,132.5,185.8,53.3
CORN,GREENUP,KY,21089,160.4,169,8.6
CORN,HARDIN,KY,21093,146.1,125.3,-20.8
CORN,HARRISON,KY,21097,168.3,170.3,2
CORN,HART,KY,21099,131,163,32
CORN,HENDERSON,KY,21101,178.1,146.6,-31.5
CORN,HENRY,KY,21103,148.7,147,-1.7
CORN,HICKMAN,KY,21105,172.1,190.1,18
CORN,JESSAMINE,KY,21113,154.2,131,-23.2
CORN,KNOX,KY,21121,122.2,178.9,56.7
CORN,LARUE,KY,21123,142.7,184.8,42.1
CORN,LEWIS,KY,21135,145.6,374.5,228.9
CORN,LOGAN,KY,21141,132.6,100,-32.6
CORN,MCCRACKEN,KY,21145,160.8,126.3,-34.5
CORN,MCLEAN,KY,21149,183.7,151.2,-32.5
CORN,MADISON,KY,21151,156.3,106.7,-49.6
CORN,MARION,KY,21155,145.2,155,9.8
CORN,MARSHALL,KY,21157,104,148.7,44.7
CORN,MASON,KY,21161,148.1,138.2,-9.9
CORN,MEADE,KY,21163,174,116.6,-57.4
CORN,METCALFE,KY,21169,162,159.3,-2.7
CORN,MONROE,KY,21171,159.9,157,-2.9
CORN,MONTGOMERY,KY,21173,130.8,119.5,-11.3
CORN,NICHOLAS,KY,21181,153,146,-7
CORN,OHIO,KY,21183,199.1,171.8,-27.3
CORN,OLDHAM,KY,21185,161.6,147.2,-14.4
CORN,OWEN,KY,21187,144.3,80.5,-63.8
CORN,PENDLETON,KY,21191,138.2,154.6,16.4
CORN,POWELL,KY,21197,97.7,129.6,31.9
CORN,PULASKI,KY,21199,174.5,147.2,-27.3
CORN,ROWAN,KY,21205,153.3,150.9,-2.4
CORN,RUSSELL,KY,21207,152.4,98.5,-53.9
CORN,SCOTT,KY,21209,148.4,136.6,-11.8
CORN,SHELBY,KY,21211,160.8,159.5,-1.3
CORN,SIMPSON,KY,21213,125,157.5,32.5
CORN,SPENCER,KY,21215,174.9,109.3,-65.6
CORN,TAYLOR,KY,21217,168.5,160,-8.5
CORN,TODD,KY,21219,130,148.3,18.3
CORN,TRIGG,KY,21221,115.1,175,59.9
CORN,TRIMBLE,KY,21223,171.1,163.8,-7.3
CORN,UNION,KY,21225,187,152.5,-34.5
CORN,WARREN,KY,21227,133.2,143.8,10.6
CORN,WAYNE,KY,21231,176.5,145.7,-30.8
CORN,WEBSTER,KY,21233,158,105.6,-52.4
CORN,WOODFORD,KY,21239,154.2,149.1,-5.1
CORN,OTHER (COMBINED) COUNTIES,KY,21998,907.5,144.3,-763.2
CORN,AVOYELLES,LA,22009,172.1,156.7,-15.4
CORN,CATAHOULA,LA,22025,183.2,166.7,-16.5
CORN,CONCORDIA,LA,22029,169.5,154.8,-14.7
CORN,EAST CARROLL,LA,22035,191.2,177.1,-14.1
CORN,FRANKLIN,LA,22041,197.5,142.6,-54.9
CORN,MADISON,LA,22065,183.9,158.7,-25.2
CORN,MOREHOUSE,LA,22067,192.1,144.1,-48
CORN,NATCHITOCHES,LA,22069,150.8,126.9,-23.9
CORN,POINTE COUPEE,LA,22077,186.9,154.7,-32.2
CORN,RAPIDES,LA,22079,177.2,108.3,-68.9
CORN,RICHLAND,LA,22083,184.6,173.5,-11.1
CORN,SAINT LANDRY,LA,22097,184.5,164.6,-19.9
CORN,TENSAS,LA,22107,182.6,144.1,-38.5
CORN,WEST CARROLL,LA,22123,184.5,172.4,-12.1
CORN,OTHER (COMBINED) COUNTIES,LA,22998,654.7,133.3,-521.4
CORN,ALLEGANY,MD,24001,125,114.9,-10.1
CORN,ANNE ARUNDEL,MD,24003,165.5,165.5,0
CORN,BALTIMORE,MD,24005,182.5,168.3,-14.2
CORN,CALVERT,MD,24009,121.2,155.7,34.5
CORN,CAROLINE,MD,24011,158.5,85,-73.5
CORN,CARROLL,MD,24013,166,134.7,-31.3
CORN,CECIL,MD,24015,182.4,114.5,-67.9
CORN,CHARLES,MD,24017,112.2,151.9,39.7
CORN,DORCHESTER,MD,24019,204.1,123.1,-81
CORN,FREDERICK,MD,24021,166.6,161.9,-4.7
CORN,GARRETT,MD,24023,156.7,97.8,-58.9
CORN,HARFORD,MD,24025,177.2,93.3,-83.9
CORN,HOWARD,MD,24027,174.6,151.7,-22.9
CORN,KENT,MD,24029,195.2,120,-75.2
CORN,MONTGOMERY,MD,24031,137.7,172.6,34.9
CORN,PRINCE GEORGES,MD,24033,119.3,176.5,57.2
CORN,QUEEN ANNES,MD,24035,196.8,123.7,-73.1
CORN,ST MARYS,MD,24037,139.9,169.8,29.9
CORN,SOMERSET,MD,24039,186.1,172.2,-13.9
CORN,TALBOT,MD,24041,172.5,143.4,-29.1
CORN,WASHINGTON,MD,24043,164.6,116.7,-47.9
CORN,WICOMICO,MD,24045,172.9,401.1,228.2
CORN,WORCESTER,MD,24047,167,88.6,-78.4
CORN,ALCONA,MI,26001,109.3,144.1,34.8
CORN,ALPENA,MI,26007,114.1,181.3,67.2
CORN,ANTRIM,MI,26009,135.4,183.1,47.7
CORN,ARENAC,MI,26011,155.4,198.3,42.9
CORN,BARRY,MI,26015,151.6,173.1,21.5
CORN,BAY,MI,26017,164.4,159.4,-5
CORN,BENZIE,MI,26019,118.3,138.7,20.4
CORN,BERRIEN,MI,26021,176.4,178.9,2.5
CORN,BRANCH,MI,26023,167.2,184.3,17.1
CORN,CALHOUN,MI,26025,158.6,158.9,0.3
CORN,CASS,MI,26027,172,184.6,12.6
CORN,CHARLEVOIX,MI,26029,115.2,173.6,58.4
CORN,CHEBOYGAN,MI,26031,138.5,195.3,56.8
CORN,CLARE,MI,26035,136.6,200.1,63.5
CORN,CLINTON,MI,26037,163.4,161.7,-1.7
CORN,EATON,MI,26045,176.5,192.4,15.9
CORN,EMMET,MI,26047,132.9,174.6,41.7
CORN,GENESEE,MI,26049,142.5,192.5,50
CORN,GLADWIN,MI,26051,158,187.3,29.3
CORN,GRAND TRAVERSE,MI,26055,86.7,187.7,101
CORN,GRATIOT,MI,26057,153.5,159.6,6.1
CORN,HILLSDALE,MI,26059,155,167,12
CORN,HURON,MI,26063,172.3,196.9,24.6
CORN,INGHAM,MI,26065,175.9,121.1,-54.8
CORN,IONIA,MI,26067,161.4,198.1,36.7
CORN,IOSCO,MI,26069,128,184.2,56.2
CORN,ISABELLA,MI,26073,148.1,179.9,31.8
CORN,JACKSON,MI,26075,155.6,183.4,27.8
CORN,KALAMAZOO,MI,26077,188.7,160.7,-28
CORN,KENT,MI,26081,146.8,180,33.2
CORN,LAKE,MI,26085,125,194.3,69.3
CORN,LAPEER,MI,26087,149.1,169.3,20.2
CORN,LENAWEE,MI,26091,174.7,186.1,11.4
CORN,LIVINGSTON,MI,26093,171.4,168.7,-2.7
CORN,MACOMB,MI,26099,160.2,201.4,41.2
CORN,MANISTEE,MI,26101,129.3,190.1,60.8
CORN,MASON,MI,26105,127.1,160.8,33.7
CORN,MECOSTA,MI,26107,134.6,196.7,62.1
CORN,MIDLAND,MI,26111,168.9,166.6,-2.3
CORN,MISSAUKEE,MI,26113,139.8,180.1,40.3
CORN,MONROE,MI,26115,175.4,180.1,4.7
CORN,MONTCALM,MI,26117,149.3,181.4,32.1
CORN,MONTMORENCY,MI,26119,121.4,131.1,9.7
CORN,MUSKEGON,MI,26121,132.7,175.8,43.1
CORN,NEWAYGO,MI,26123,119.4,184,64.6
CORN,OAKLAND,MI,26125,139.3,192.3,53
CORN,OCEANA,MI,26127,123.3,200.8,77.5
CORN,OGEMAW,MI,26129,126.2,201.6,75.4
CORN,OSCEOLA,MI,26133,130,148.6,18.6
CORN,OTTAWA,MI,26139,152.3,197.3,45
CORN,PRESQUE ISLE,MI,26141,140.8,198,57.2
CORN,SAGINAW,MI,26145,171.6,162.3,-9.3
CORN,ST CLAIR,MI,26147,151.4,197.2,45.8
CORN,ST JOSEPH,MI,26149,152.7,206.6,53.9
CORN,SANILAC,MI,26151,171.3,150.2,-21.1
CORN,SHIAWASSEE,MI,26155,156.4,201.1,44.7
CORN,TUSCOLA,MI,26157,178.5,187.4,8.9
CORN,WASHTENAW,MI,26161,172.2,908.6,736.4
CORN,WAYNE,MI,26163,150,162.3,12.3
CORN,WEXFORD,MI,26165,105.7,155.7,50
CORN,OTHER (COMBINED) COUNTIES,MI,26998,436.4,188.5,-247.9
CORN,AITKIN,MN,27001,81.6,169.7,88.1
CORN,ANOKA,MN,27003,109,179.7,70.7
CORN,BECKER,MN,27005,116.2,162.7,46.5
CORN,BENTON,MN,27009,90.3,151.8,61.5
CORN,BIG STONE,MN,27011,155,158.9,3.9
CORN,BLUE EARTH,MN,27013,158.2,191.5,33.3
CORN,BROWN,MN,27015,168.2,195.5,27.3
CORN,CARVER,MN,27019,123.4,198.6,75.2
CORN,CHIPPEWA,MN,27023,164.4,127.3,-37.1
CORN,CHISAGO,MN,27025,113.7,139.5,25.8
CORN,CLAY,MN,27027,131.4,191.6,60.2
CORN,COTTONWOOD,MN,27033,175.7,177.4,1.7
CORN,DAKOTA,MN,27037,168.5,161.6,-6.9
CORN,DODGE,MN,27039,185.3,158.8,-26.5
CORN,DOUGLAS,MN,27041,137,173.6,36.6
CORN,FARIBAULT,MN,27043,164.4,157.1,-7.3
CORN,FILLMORE,MN,27045,176.1,144.6,-31.5
CORN,FREEBORN,MN,27047,167.3,110,-57.3
CORN,GOODHUE,MN,27049,182,163.5,-18.5
CORN,GRANT,MN,27051,144.9,206.3,61.4
CORN,HENNEPIN,MN,27053,138.4,204,65.6
CORN,HOUSTON,MN,27055,169.4,195.9,26.5
CORN,ISANTI,MN,27059,98.2,194.6,96.4
CORN,JACKSON,MN,27063,167.7,138.6,-29.1
CORN,KANABEC,MN,27065,118.2,141.5,23.3
CORN,KANDIYOHI,MN,27067,150.3,178.6,28.3
CORN,LAC QUI PARLE,MN,27073,167.3,201.2,33.9
CORN,LE SUEUR,MN,27079,148.1,161.9,13.8
CORN,LINCOLN,MN,27081,154.1,175.9,21.8
CORN,LYON,MN,27083,152.4,1206.2,1053.8
CORN,MCLEOD,MN,27085,128.6,170.1,41.5
CORN,MAHNOMEN,MN,27087,122.4,131.1,8.7
CORN,MARSHALL,MN,27089,119.2,75.8,-43.4
CORN,MARTIN,MN,27091,168.4,116.9,-51.5
CORN,MEEKER,MN,27093,145.4,159.1,13.7
CORN,MILLE LACS,MN,27095,113.7,170.4,56.7
CORN,MORRISON,MN,27097,117.3,110.6,-6.7
CORN,MOWER,MN,27099,175.9,75,-100.9
CORN,MURRAY,MN,27101,158.7,107.6,-51.1
CORN,NICOLLET,MN,27103,154.3,159,4.7
CORN,NOBLES,MN,27105,157.2,94.3,-62.9
CORN,NORMAN,MN,27107,125.2,92.8,-32.4
CORN,OLMSTED,MN,27109,185,95.6,-89.4
CORN,OTTER TAIL,MN,27111,128.3,173.5,45.2
CORN,PINE,MN,27115,97.3,138.7,41.4
CORN,PIPESTONE,MN,27117,145.8,145.2,-0.6
CORN,POLK,MN,27119,127,67.5,-59.5
CORN,POPE,MN,27121,157.8,109.9,-47.9
CORN,REDWOOD,MN,27127,165.8,159.8,-6
CORN,RENVILLE,MN,27129,150.9,137.9,-13
CORN,RICE,MN,27131,157.1,146.2,-10.9
CORN,ROCK,MN,27133,155,132.1,-22.9
CORN,ROSEAU,MN,27135,110.3,170.3,60
CORN,SCOTT,MN,27139,137.9,125.4,-12.5
CORN,SHERBURNE,MN,27141,128.8,133.3,4.5
CORN,SIBLEY,MN,27143,135.7,173.3,37.6
CORN,STEARNS,MN,27145,133.9,116.7,-17.2
CORN,STEELE,MN,27147,168.5,122.2,-46.3
CORN,STEVENS,MN,27149,164.3,179.5,15.2
CORN,SWIFT,MN,27151,157.8,145,-12.8
CORN,TODD,MN,27153,100.4,124.7,24.3
CORN,TRAVERSE,MN,27155,146.3,126.4,-19.9
CORN,WABASHA,MN,27157,178.3,135.2,-43.1
CORN,WADENA,MN,27159,126,77.8,-48.2
CORN,WASECA,MN,27161,160.2,124.9,-35.3
CORN,WASHINGTON,MN,27163,155.7,158.2,2.5
CORN,WATONWAN,MN,27165,186.3,175.7,-10.6
CORN,WILKIN,MN,27167,136.2,152,15.8
CORN,WINONA,MN,27169,175.6,159.6,-16
CORN,WRIGHT,MN,27171,129.4,139.5,10.1
CORN,YELLOW MEDICINE,MN,27173,153.6,158.8,5.2
CORN,OTHER (COMBINED) COUNTIES,MN,27998,210.7,113.5,-97.2
CORN,ALCORN,MS,28003,154.5,148.6,-5.9
CORN,BENTON,MS,28009,151.2,126.5,-24.7
CORN,BOLIVAR,MS,28011,178.2,161.9,-16.3
CORN,CALHOUN,MS,28013,176.6,172,-4.6
CORN,CARROLL,MS,28015,153,147.5,-5.5
CORN,CHICKASAW,MS,28017,164.8,172.5,7.7
CORN,CLAIBORNE,MS,28021,164.1,70,-94.1
CORN,COAHOMA,MS,28027,186.3,105.2,-81.1
CORN,HINDS,MS,28049,156.9,1240.7,1083.8
CORN,HOLMES,MS,28051,197.8,215.5,17.7
CORN,HUMPHREYS,MS,28053,200.5,205.8,5.3
CORN,ISSAQUENA,MS,28055,192.3,196,3.7
CORN,ITAWAMBA,MS,28057,141,168.3,27.3
CORN,LEE,MS,28081,141,223.6,82.6
CORN,LEFLORE,MS,28083,200.2,186.1,-14.1
CORN,LOWNDES,MS,28087,172.3,197.3,25
CORN,MADISON,MS,28089,158.1,202.4,44.3
CORN,MARSHALL,MS,28093,150,200.3,50.3
CORN,MONROE,MS,28095,154.2,200.6,46.4
CORN,MONTGOMERY,MS,28097,164.3,207.6,43.3
CORN,NOXUBEE,MS,28103,187.8,205.1,17.3
CORN,PANOLA,MS,28107,158.8,207.1,48.3
CORN,QUITMAN,MS,28119,199.7,200,0.3
CORN,SHARKEY,MS,28125,201.7,205.5,3.8
CORN,SUNFLOWER,MS,28133,186.2,233.5,47.3
CORN,TALLAHATCHIE,MS,28135,193.9,112.8,-81.1
CORN,TATE,MS,28137,160.5,206.5,46
CORN,TIPPAH,MS,28139,169,197.3,28.3
CORN,TISHOMINGO,MS,28141,145.7,183.8,38.1
CORN,TUNICA,MS,28143,193.1,201.3,8.2
CORN,UNION,MS,28145,167.1,195,27.9
CORN,WARREN,MS,28149,182.3,151.8,-30.5
CORN,WASHINGTON,MS,28151,206.8,172.6,-34.2
CORN,WEBSTER,MS,28155,150,109.5,-40.5
CORN,YAZOO,MS,28163,193.8,205,11.2
CORN,OTHER (COMBINED) COUNTIES,MS,28998,950.1,204.6,-745.5
CORN,ADAIR,MO,29001,179.5,197.8,18.3
CORN,ANDREW,MO,29003,171.9,217.6,45.7
CORN,ATCHISON,MO,29005,192.2,223.8,31.6
CORN,AUDRAIN,MO,29007,185.5,181.2,-4.3
CORN,BARRY,MO,29009,143.5,170.4,26.9
CORN,BARTON,MO,29011,178.9,139.6,-39.3
CORN,BOONE,MO,29019,187.8,206.4,18.6
CORN,BUTLER,MO,29023,174.2,184.6,10.4
CORN,CALDWELL,MO,29025,184.7,180.5,-4.2
CORN,CALLAWAY,MO,29027,183.9,145.7,-38.2
CORN,CAPE GIRARDEAU,MO,29031,157.6,214.7,57.1
CORN,CASS,MO,29037,179.1,171.5,-7.6
CORN,CHARITON,MO,29041,187.8,212.1,24.3
CORN,CHRISTIAN,MO,29043,138.6,200,61.4
CORN,CLAY,MO,29047,182.8,179.7,-3.1
CORN,CLINTON,MO,29049,183.6,182.5,-1.1
CORN,COLE,MO,29051,178.3,211.3,33
CORN,DADE,MO,29057,167.3,182.2,14.9
CORN,DALLAS,MO,29059,145,193,48
CORN,DAVIESS,MO,29061,176.9,163.5,-13.4
CORN,FRANKLIN,MO,29071,173,186,13
CORN,GASCONADE,MO,29073,159.7,171.4,11.7
CORN,GREENE,MO,29077,132.6,163.8,31.2
CORN,HENRY,MO,29083,162.1,153.9,-8.2
CORN,HICKORY,MO,29085,167.3,149,-18.3
CORN,HOLT,MO,29087,201,228.6,27.6
CORN,HOWELL,MO,29091,170.9,199.2,28.3
CORN,JEFFERSON,MO,29099,126.8,192.5,65.7
CORN,JOHNSON,MO,29101,185.9,211,25.1
CORN,KNOX,MO,29103,194.5,161.1,-33.4
CORN,LACLEDE,MO,29105,126.7,188.7,62
CORN,LAFAYETTE,MO,29107,209.7,200,-9.7
CORN,LAWRENCE,MO,29109,144.6,195.3,50.7
CORN,LEWIS,MO,29111,183,194.8,11.8
CORN,MARIES,MO,29125,166.3,194.1,27.8
CORN,MARION,MO,29127,181.4,153.8,-27.6
CORN,MILLER,MO,29131,175.4,191,15.6
CORN,MISSISSIPPI,MO,29133,196.4,204.3,7.9
CORN,MONROE,MO,29137,187.2,208,20.8
CORN,MORGAN,MO,29141,147.3,186.8,39.5
CORN,NEW MADRID,MO,29143,197.6,212.1,14.5
CORN,NODAWAY,MO,29147,194.3,187.5,-6.8
CORN,OSAGE,MO,29151,182.5,204.8,22.3
CORN,PEMISCOT,MO,29155,179.2,168.6,-10.6
CORN,PERRY,MO,29157,169.8,215.1,45.3
CORN,PETTIS,MO,29159,187.5,879.9,692.4
CORN,PIKE,MO,29163,192.9,138.9,-54
CORN,POLK,MO,29167,167.8,165.2,-2.6
CORN,RANDOLPH,MO,29175,171.9,163.7,-8.2
CORN,RAY,MO,29177,191.3,162.4,-28.9
CORN,ST CHARLES,MO,29183,179.3,155.1,-24.2
CORN,ST CLAIR,MO,29185,157.4,170,12.6
CORN,STE GENEVIEVE,MO,29186,191.5,150.1,-41.4
CORN,ST FRANCOIS,MO,29187,164.7,146.5,-18.2
CORN,ST LOUIS,MO,29189,183.7,145.3,-38.4
CORN,SALINE,MO,29195,207.2,168.3,-38.9
CORN,SCOTLAND,MO,29199,179.6,142.4,-37.2
CORN,SHELBY,MO,29205,184,174.3,-9.7
CORN,STODDARD,MO,29207,190.2,166.4,-23.8
CORN,SULLIVAN,MO,29211,162.7,159.3,-3.4
CORN,WARREN,MO,29219,187.6,150.6,-37
CORN,WEBSTER,MO,29225,122.2,165.2,43
CORN,WORTH,MO,29227,190.4,150.2,-40.2
CORN,OTHER (COMBINED) COUNTIES,MO,29998,1622.3,159.9,-1462.4
CORN,CARBON,MT,30009,163.6,160.9,-2.7
CORN,CARTER,MT,30011,44.6,164,119.4
CORN,CHOUTEAU,MT,30015,92.6,158.9,66.3
CORN,CUSTER,MT,30017,143.9,162.6,18.7
CORN,DANIELS,MT,30019,68.4,172.3,103.9
CORN,GARFIELD,MT,30033,55,168.6,113.6
CORN,MCCONE,MT,30055,92,153,61
CORN,RICHLAND,MT,30083,116.5,110.5,-6
CORN,SHERIDAN,MT,30091,70.8,170.1,99.3
CORN,STILLWATER,MT,30095,175,167.2,-7.8
CORN,YELLOWSTONE,MT,30111,124.4,761.6,637.2
CORN,OTHER (COMBINED) COUNTIES,MT,30998,454.7,89,-365.7
CORN,ADAMS,NE,31001,183.3,96.1,-87.2
CORN,ANTELOPE,NE,31003,185.9,129.4,-56.5
CORN,BANNER,NE,31007,90.3,108.9,18.6
CORN,BLAINE,NE,31009,154.3,123.4,-30.9
CORN,BOONE,NE,31011,193.6,105.6,-88
CORN,BOX BUTTE,NE,31013,160,124.4,-35.6
CORN,BROWN,NE,31017,193.2,168.1,-25.1
CORN,BUFFALO,NE,31019,190.8,144.8,-46
CORN,BURT,NE,31021,171.5,108.6,-62.9
CORN,BUTLER,NE,31023,182.6,145.3,-37.3
CORN,CASS,NE,31025,170.2,126.9,-43.3
CORN,CEDAR,NE,31027,184.8,118.5,-66.3
CORN,CHASE,NE,31029,186.3,105,-81.3
CORN,CHEYENNE,NE,31033,139.7,141.1,1.4
CORN,CLAY,NE,31035,203,85.3,-117.7
CORN,COLFAX,NE,31037,202,107.1,-94.9
CORN,CUMING,NE,31039,181.1,96.3,-84.8
CORN,CUSTER,NE,31041,176.6,97.3,-79.3
CORN,DAKOTA,NE,31043,186.8,106.2,-80.6
CORN,DAWES,NE,31045,108.2,87.9,-20.3
CORN,DAWSON,NE,31047,205.4,137.8,-67.6
CORN,DIXON,NE,31051,181,91.3,-89.7
CORN,DODGE,NE,31053,177.5,101.9,-75.6
CORN,DOUGLAS,NE,31055,182.9,86.6,-96.3
CORN,DUNDY,NE,31057,160.7,113.4,-47.3
CORN,FILLMORE,NE,31059,198.7,58.8,-139.9
CORN,FRANKLIN,NE,31061,169.7,114.8,-54.9
CORN,FRONTIER,NE,31063,131.5,134.5,3
CORN,FURNAS,NE,31065,122.4,138.2,15.8
CORN,GAGE,NE,31067,169.7,102.3,-67.4
CORN,GARDEN,NE,31069,143.9,66,-77.9
CORN,GARFIELD,NE,31071,137.4,111.3,-26.1
CORN,GOSPER,NE,31073,187.1,116.4,-70.7
CORN,GREELEY,NE,31077,176.5,122.6,-53.9
CORN,HALL,NE,31079,204.8,90.8,-114
CORN,HAMILTON,NE,31081,209,120.7,-88.3
CORN,HARLAN,NE,31083,163.8,92.6,-71.2
CORN,HAYES,NE,31085,149.9,122.3,-27.6
CORN,HITCHCOCK,NE,31087,107,122.4,15.4
CORN,HOLT,NE,31089,169.6,161.2,-8.4
CORN,HOWARD,NE,31093,176.2,135.1,-41.1
CORN,JEFFERSON,NE,31095,185.3,95.7,-89.6
CORN,JOHNSON,NE,31097,160.3,92.7,-67.6
CORN,KEARNEY,NE,31099,203.4,92.7,-110.7
CORN,KEITH,NE,31101,167.9,111.9,-56
CORN,KEYA PAHA,NE,31103,156.4,110,-46.4
CORN,KNOX,NE,31107,183.4,107.9,-75.5
CORN,LANCASTER,NE,31109,155.7,113.4,-42.3
CORN,LINCOLN,NE,31111,178.7,95.4,-83.3
CORN,LOGAN,NE,31113,154.7,96.8,-57.9
CORN,MADISON,NE,31119,182.8,100,-82.8
CORN,MERRICK,NE,31121,183.4,163.4,-20
CORN,MORRILL,NE,31123,176.4,166.7,-9.7
CORN,NANCE,NE,31125,178.1,136.1,-42
CORN,NEMAHA,NE,31127,177.2,85,-92.2
CORN,NUCKOLLS,NE,31129,175.3,42.7,-132.6
CORN,OTOE,NE,31131,158.8,86.1,-72.7
CORN,PAWNEE,NE,31133,150.3,136.9,-13.4
CORN,PERKINS,NE,31135,150.8,95.8,-55
CORN,PHELPS,NE,31137,222.7,152.3,-70.4
CORN,PIERCE,NE,31139,176.9,94.1,-82.8
CORN,PLATTE,NE,31141,195.4,126.6,-68.8
CORN,POLK,NE,31143,190.1,875.1,685
CORN,RED WILLOW,NE,31145,122.5,83.7,-38.8
CORN,RICHARDSON,NE,31147,181.1,164.9,-16.2
CORN,ROCK,NE,31149,176,132.2,-43.8
CORN,SALINE,NE,31151,176.9,92.5,-84.4
CORN,SARPY,NE,31153,197.5,70.5,-127
CORN,SAUNDERS,NE,31155,185.6,100.3,-85.3
CORN,SCOTTS BLUFF,NE,31157,177.5,123.7,-53.8
CORN,SEWARD,NE,31159,194.2,183.5,-10.7
CORN,SHERIDAN,NE,31161,168.7,77.5,-91.2
CORN,SHERMAN,NE,31163,154.9,120.6,-34.3
CORN,SIOUX,NE,31165,178,110,-68
CORN,STANTON,NE,31167,178.6,162.4,-16.2
CORN,THAYER,NE,31169,196.6,93.9,-102.7
CORN,THURSTON,NE,31173,181.3,106,-75.3
CORN,VALLEY,NE,31175,169,119.9,-49.1
CORN,WASHINGTON,NE,31177,159.4,127.1,-32.3
CORN,WAYNE,NE,31179,188.5,130,-58.5
CORN,WEBSTER,NE,31181,140.9,198,57.1
CORN,WHEELER,NE,31183,197.6,194.3,-3.3
CORN,YORK,NE,31185,197.7,207.6,9.9
CORN,OTHER (COMBINED) COUNTIES,NE,31998,251.6,174.8,-76.8
CORN,ATLANTIC,NJ,34001,135.5,128.4,-7.1
CORN,CUMBERLAND,NJ,34011,168.5,89.3,-79.2
CORN,GLOUCESTER,NJ,34015,162.1,130.5,-31.6
CORN,HUNTERDON,NJ,34019,168.6,1071.3,902.7
CORN,MERCER,NJ,34021,150.8,175.9,25.1
CORN,MIDDLESEX,NJ,34023,137.6,196.9,59.3
CORN,MORRIS,NJ,34027,133.3,152.2,18.9
CORN,SALEM,NJ,34033,178.3,144,-34.3
CORN,SOMERSET,NJ,34035,100.8,135.3,34.5
CORN,SUSSEX,NJ,34037,111,210,99
CORN,WARREN,NJ,34041,158,100,-58
CORN,OTHER (COMBINED) COUNTIES,NJ,34998,185.8,191.9,6.1
CORN,UNION,NM,35059,201.1,182,-19.1
CORN,OTHER (COMBINED) COUNTIES,NM,35998,370.7,130.4,-240.3
CORN,ALBANY,NY,36001,160,191.8,31.8
CORN,BROOME,NY,36007,158.3,204,45.7
CORN,CAYUGA,NY,36011,160.3,195,34.7
CORN,CORTLAND,NY,36023,136.4,213,76.6
CORN,FULTON,NY,36035,156,151.4,-4.6
CORN,GENESEE,NY,36037,147.2,166.7,19.5
CORN,JEFFERSON,NY,36045,133.6,203,69.4
CORN,LEWIS,NY,36049,138,205.9,67.9
CORN,MADISON,NY,36053,134.5,176.1,41.6
CORN,MONROE,NY,36055,175.1,183.6,8.5
CORN,NIAGARA,NY,36063,150.9,191.7,40.8
CORN,ONEIDA,NY,36065,151.8,165,13.2
CORN,ONONDAGA,NY,36067,151.2,180.9,29.7
CORN,ONTARIO,NY,36069,168.4,173.9,5.5
CORN,OTSEGO,NY,36077,143.4,156.8,13.4
CORN,RENSSELAER,NY,36083,152.1,214,61.9
